CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.003-2.1	SteerValue-0.12-0.003-2.1	CTE-0.12-0.002-2.1	SteerValue-0.12-0.002-2.1	CTE-0.12-0.009-1.8	SteerValue-0.12-0.009-1.8	CTE-0.12-0.005-1.8	SteerValue-0.12-0.005-1.8
1.0987	-0.0254535	0.6568	0.001503	0.2543	-0.0172316	-0.5768	-0.102237	-1.0416	-0.112365
1.1216	-0.0392695	0.6663	0.0176841	0.2732	0.007884	-0.3959	-0.236985	-1.1368	0.449963
1.1336	-0.0234875	0.6818	0.0011787	0.2894	0.0110312	-0.5063	0.303134	-1.2303	0.464274
1.1352	-0.0075155	0.6944	0.0036735	0.3124	-0.0066336	-0.8221	0.714861	-1.3096	0.454779
1.1312	-0.0009315	0.7179	-0.0241902	0.3364	-0.0122864	-1.1019	0.689146	-1.2645	0.231769
1.1277	-0.0072	0.7415	-0.0294567	0.3634	-0.0225532	-1.2818	0.537323	-1.1357	0.0713315
1.1257	-0.0157385	0.7716	-0.0490335	0.3923	-0.0307958	-1.3304	0.313467	-0.9088	-0.127932
1.1259	-0.026012	0.8004	-0.0521607	0.4218	-0.0364394	-1.2655	0.107707	-0.688	-0.140009
1.1271	-0.0338915	0.8207	-0.0392088	0.4557	-0.0506588	-1.3625	0.417579	-0.4774	-0.144533
1.1278	-0.0385645	0.8354	-0.031719	0.4857	-0.0470402	-1.5636	0.636909	-0.3867	0.062336
1.126	-0.0387285	0.8449	-0.0244737	0.5054	-0.028785	-1.6574	0.463312	-0.3578	0.171897
1.1195	-0.033676	0.8503	-0.0190626	0.5194	-0.0195338	-1.6515	0.291402	-0.3169	0.146973
1.1073	-0.0257785	0.8773	-0.0702945	0.5314	-0.0178366	-1.4939	0.006899	-0.2291	0.053163
1.093	-0.0251175	0.9306	-0.134712	0.5673	-0.0734692	-1.2832	-0.107549	-0.0992	-0.037709
1.079	-0.0294625	1.0088	-0.199413	0.6215	-0.119646	-1.086	-0.101483	0.0286	-0.049408
1.108	-0.128783	1.0534	-0.137365	0.7068	-0.196606	-1.1346	0.352462	0.1602	-0.072841
1.1462	-0.158417	1.0662	-0.0753195	0.7596	-0.136211	-1.2766	0.544005	0.1951	0.0960555
1.1876	-0.176043	1.0442	-0.0027321	0.784	-0.081067	-1.3641	0.463226	0.1818	0.183502
1.1946	-0.110617	1.0035	0.0384114	0.7768	-0.0153966	-1.3419	0.269811	0.1802	0.161733
1.1714	-0.0502695	0.9541	0.0597471	0.7488	0.0301458	-1.2221	0.0858655	0.2137	0.093465
1.1234	0.0019535	0.9085	0.0545136	0.7099	0.056284	-1.0372	-0.0483165	0.2811	0.0229515
1.0444	0.0713115	0.8733	0.0342777	0.6706	0.0604988	-0.768	-0.22852	0.3951	-0.076584
0.9713	0.062837	0.851	0.0073107	0.6389	0.047065	-0.537	-0.184795	0.5041	-0.0831845
0.9053	0.0513205	0.8397	-0.0169524	0.6194	0.0225462	-0.4068	-0.0169455	0.5693	-0.015015
0.8526	0.0254515	0.8397	-0.0432015	0.6128	-0.0049774	-0.3802	0.168244	0.6017	0.0371285
0.8137	-0.002929	0.8439	-0.0550572	0.6175	-0.0305064	-0.3499	0.159697	0.6403	0.018135
0.7823	-0.0188225	0.8471	-0.0558825	0.6324	-0.0549792	-0.2992	0.118389	0.6809	0.0062585
0.7642	-0.0484015	0.8457	-0.0485916	0.6472	-0.0578396	-0.2174	0.05368	0.7183	0.003939
0.7493	-0.05708	0.8378	-0.036507	0.6592	-0.054718	-0.0849	-0.0530555	0.7803	-0.0516825
0.7362	-0.062969	0.8231	-0.0229323	0.6657	-0.0452794	0.0718	-0.115778	0.8252	-0.0304165
0.7153	-0.0476575	0.8024	-0.0102555	0.6619	-0.0245172	0.1322	0.0496525	0.89	-0.0784625
0.6871	-0.032379	0.7772	-0.0001131	0.6516	-0.0109344	0.1116	0.197367	0.9398	-0.0621375
0.6516	-0.016047	0.7543	-0.004458	0.6374	-0.0023152	0.1016	0.178979	0.9806	-0.0557365
0.6021	0.0162825	0.8287	-0.220202	0.6323	-0.0220778	0.1422	0.0823155	1.0127	-0.048992
0.5669	-0.012358	1.0102	-0.469923	0.7145	-0.216701	0.2173	0.010117	1.0366	-0.042283
0.5362	-0.020805	1.1626	-0.430589	0.9051	-0.469023	0.3179	-0.0494445	1.0502	-0.030626
0.6108	-0.253941	1.2452	-0.297656	1.0986	-0.50053	0.4305	-0.086709	1.0619	-0.0339195
0.7754	-0.46657	1.2401	-0.116594	1.1773	-0.271249	0.4977	-0.0155415	1.0592	-0.0129715
0.9045	-0.412034	1.1629	0.0405909	1.1574	-0.0641156	0.5382	0.0249675	1.0484	-0.0023375
0.9602	-0.26938	1.037	0.154858	1.0577	0.113313	0.5783	0.017984	1.0324	0.0037805
0.9283	-0.086233	0.8949	0.203245	0.9165	0.215574	0.6247	-0.0020475	1.0176	-0.0016915
0.8252	0.071533	0.7661	0.188473	0.7734	0.235189	0.6895	-0.046391	1.0067	-0.012437
0.6492	0.242497	0.7198	0.0186195	0.6428	0.223326	0.7478	-0.045426	1.0002	-0.024578
0.4978	0.206516	0.8912	-0.461792	0.7005	-0.180429	0.8039	-0.0522175	0.9968	-0.034734
0.3791	0.150195	1.1121	-0.595586	0.9404	-0.593718	0.8553	-0.054202	0.9941	-0.0406405
0.4001	-0.147696	1.298	-0.548288	1.1909	-0.64842	0.9091	-0.0695235	0.9877	-0.038151
0.6047	-0.560831	1.389	-0.364085	1.3827	-0.550931	0.9523	-0.060389	0.9786	-0.037092
0.8086	-0.587872	1.3721	-0.139584	1.4649	-0.333565	0.9733	-0.0278155	0.9653	-0.0327625
0.9433	-0.463433	1.2674	0.0535581	1.4353	-0.0981038	0.9933	-0.033382	0.9488	-0.0297665
0.973	-0.251362	1.1114	0.176674	1.3222	0.0881738	1.0048	-0.024486	0.9744	-0.113491
0.9079	-0.0490095	0.9414	0.22365	1.1708	0.18443	1.0063	-0.0116975	1.0213	-0.162565
0.7728	0.110339	0.7876	0.205723	0.9846	0.277885	0.9975	0.002911	1.0553	-0.148701
0.6035	0.199457	0.6682	0.145806	0.857	0.168423	0.9842	0.007686	1.0626	-0.106831
0.434	0.218047	0.5886	0.0700125	0.7725	0.086508	0.9735	-0.0005775	1.0447	-0.064546
0.2892	0.182107	0.5455	-0.003102	0.7306	0.0006148	0.968	-0.0141175	1.0005	-0.0169045
0.1821	0.114879	0.5932	-0.201286	0.7186	-0.0621724	0.9678	-0.0284725	0.9236	0.0465655
0.1138	0.0410255	0.9645	-0.928295	0.9263	-0.550319	0.9707	-0.039254	0.8662	0.0140225
0.0751	-0.016866	1.5315	-1.4119	1.4252	-1.22456	0.9725	-0.0423525	0.7988	0.0361165
0.2853	-0.566206	2.0453	-1.36797	1.9737	-1.39848	0.9722	-0.0433975	0.7486	0.0074375
0.833	-1.34485	2.4385	-1.16921	2.4133	-1.22737	0.9679	-0.040521	0.6932	0.0199795
1.3891	-1.43616	2.6746	-0.875657	2.7048	-0.956753	0.9588	-0.035583	0.6454	0.0088085
1.8395	-1.27744	2.7342	-0.520361	2.825	-0.617097	0.9444	-0.029037	0.5978	0.0111715
2.1462	-1.0232	2.6322	-0.176658	2.7379	-0.176791	0.9452	-0.061219	0.5665	-0.017245
2.2808	-0.68935	2.418	0.077412	2.4696	0.230986	0.9897	-0.150167	0.5424	-0.030025
2.2387	-0.324421	2.1548	0.205432	2.1835	0.298331	1.0238	-0.140659	0.5184	-0.029917
1.9571	0.202536	1.8337	0.360052	1.8976	0.328424	1.0454	-0.125978	0.4951	-0.0308565
1.6715	0.23685	1.5904	0.221097	1.6481	0.278628	1.0403	-0.082507	0.4787	-0.043702
1.3839	0.268643	1.3994	0.129989	1.4462	0.200003	1	-0.019311	0.4565	-0.0328805
1.1246	0.234705	1.2518	0.0528057	1.291	0.117975	0.9557	-0.0115735	0.4334	-0.0306555
0.9018	0.180283	1.1296	0.0107409	1.1694	0.0596684	0.8759	0.057523	0.4737	-0.15198
0.7167	0.119741	1.0271	-0.0214104	1.0776	0.0059492	0.8186	0.019806	0.6448	-0.411176
0.5366	0.12817	0.9354	-0.0358926	1.0067	-0.0314462	0.7394	0.065033	0.7736	-0.35436
0.4143	0.0193945	0.8486	-0.0383124	0.9462	-0.0479186	0.692	0.010021	0.878	-0.327358
0.3191	-0.027687	0.8718	-0.274712	0.9179	-0.113978	0.6351	0.0307735	0.9054	-0.196573
0.2381	-0.0489775	1.2139	-0.989096	1.1261	-0.637865	0.591	0.0100705	0.8614	-0.06708
0.2539	-0.255423	1.5765	-1.08039	1.5387	-1.11969	0.5654	-0.0229845	0.7635	0.0378705
0.6486	-1.10172	1.968	-1.19396	1.9956	-1.27154	0.5487	-0.039744	0.6609	0.055338
1.1241	-1.33408	2.3077	-1.13287	2.3362	-1.07286	0.5357	-0.0475225	0.523	0.132811
1.5155	-1.21202	2.3684	-0.561357	2.537	-0.808448	0.522	-0.0472285	0.4007	0.117403
1.7831	-0.993063	2.2771	-0.238033	2.5782	-0.483388	0.5048	-0.0413885	0.4755	-0.24873
1.9015	-0.703459	2.0965	-0.0351201	2.4851	-0.195156	0.4824	-0.0317525	0.6488	-0.45007
1.8832	-0.423609	1.8789	0.0630552	2.266	0.0912038	0.4549	-0.021547	0.8079	-0.447641
1.7554	-0.1871	1.6563	0.0952983	2.047	0.11318	0.5049	-0.169571	0.8995	-0.341631
1.5551	-0.0185895	1.4415	0.10037	1.8368	0.11625	0.6162	-0.296348	0.9085	-0.198574
1.3193	0.07766	1.1995	0.182931	1.6057	0.184661	0.7706	-0.396309	0.8661	-0.105296
1.0259	0.228698	1.0133	0.0850554	1.4307	0.0849894	0.8566	-0.287793	0.7604	0.017526
0.7901	0.132084	0.852	0.0495654	1.2816	0.0459282	0.8949	-0.211003	0.6148	0.103744
0.58	0.100426	0.7078	0.028836	1.1514	0.0195594	0.8583	-0.0760825	0.4559	0.144472
0.3946	0.068831	0.5501	0.0744597	1.0315	0.0102544	0.786	-0.0070765	0.3053	0.146078
0.2257	0.0533205	0.4282	0.0126231	0.9191	0.0061542	0.6605	0.100441	0.1772	0.120064
0.041	0.10846	0.3189	-0.0016776	0.7915	0.0518032	0.4865	0.206188	0.078	0.079558
-0.1002	0.0345545	0.2171	-0.0058629	0.6905	0.0066822	0.3706	0.113664	0.0674	-0.078987
-0.225	0.0162155	0.1488	-0.0684633	0.5995	-0.0045968	0.4711	-0.290272	0.4788	-0.890349
-0.3367	0.003793	0.204	-0.335049	0.5914	-0.178898	0.6575	-0.470547	0.9479	-1
-0.4324	-0.016161	0.3436	-0.530072	0.7007	-0.439955	0.8127	-0.437075	1.4767	-1
-0.3938	-0.300854	0.4404	-0.453129	0.8449	-0.532239	0.8877	-0.306154	1.8206	-0.951091
-0.2218	-0.600525	0.4654	-0.306745	0.9357	-0.432866	0.8593	-0.120922	2.1179	-0.913477
-0.1068	-0.494091	0.4017	-0.114037	0.932	-0.235836	0.7236	0.084884	2.2312	-0.607028
-0.0672	-0.340167	0.292	-0.0051486	0.8486	-0.0601554	0.5553	0.160984	2.215	-0.38306
-0.1259	-0.126063	0.1591	0.0590421	0.7206	0.0474234	0.3733	0.205617	2.1004	-0.20269
-0.2347	-0.006624	0.019	0.0909171	0.5459	0.165366	0.1785	0.251141	1.928	-0.0876015
-0.3672	0.060882	-0.1402	0.150552	0.3792	0.167811	0.057	0.133495	1.6651	0.098521
-0.5067	0.0948555	-0.259	0.0807447	0.2657	0.0691798	-0.0122	0.0477205	1.3746	0.176188
-0.6667	0.160439	-0.3505	0.0354462	0.1635	0.0573868	0.1138	-0.319329	1.0828	0.20813
-0.7869	0.0952175	-0.2421	-0.396626	0.1953	-0.22822	0.6681	-1	0.8634	0.099821
-0.8811	0.056327	-0.0631	-0.566176	0.3931	-0.601342	1.3923	-1	0.5685	0.268266
-0.7642	-0.39719	0.1025	-0.558216	0.5409	-0.51516	1.8927	-1	0.3885	0.081104
-0.5471	-0.630926	0.1504	-0.317245	0.612	-0.363846	2.2497	-1	0.1999	0.118217
-0.3968	-0.506699	0.1129	-0.133744	0.5921	-0.171542	2.4401	-0.757619	0.0406	0.0843895
-0.3284	-0.341274	-0.0092	0.058596	0.5126	-0.0378672	2.3862	-0.323342	-0.0444	-0.0389285
-0.3485	-0.15127	-0.1449	0.103875	0.3826	0.0830176	2.1089	0.101509	0.2448	-0.748417
-0.4443	0.0214175	-0.3068	0.179243	0.266	0.0683376	1.7098	0.360093	0.753	-1
-0.5522	0.0625365	-0.4262	0.1056	0.1349	0.11425	1.3377	0.349456	1.2079	-1
-0.6591	0.07656	-0.5378	0.104225	0.0376	0.0548706	0.993	0.336535	1.5528	-1
-0.7584	0.076308	-0.606	0.0230871	-0.0585	0.0639996	0.7575	0.164448	1.7621	-0.813052
-0.8629	0.104083	-0.663	0.0083961	-0.1347	0.031623	0.5134	0.206652	1.8069	-0.531362
-0.9364	0.0524845	-0.6963	-0.035289	-0.185	-0.016361	0.3095	0.157213	1.7151	-0.283042
-1.0033	0.051669	-0.7231	-0.0435537	-0.225	-0.032741	0.1113	0.17018	1.5338	-0.107854
-1.0449	0.0087555	-0.7549	-0.026973	-0.268	-0.020745	-0.016	0.0579165	1.3023	0.003774
-1.0803	0.005385	-0.7837	-0.0274659	-0.3044	-0.0296282	0.0327	-0.264891	1.0998	-0.029625
-1.1054	-0.007706	-0.7413	-0.17985	-0.3315	-0.0452432	0.327	-0.743922	0.7879	0.200784
-1.1186	-0.025519	-0.5433	-0.52874	-0.2368	-0.311914	0.8327	-1	0.5221	0.147089
-1.0843	-0.123963	-0.3364	-0.571249	0.012	-0.665404	1.1827	-0.956943	0.3256	0.044301
-0.8836	-0.493069	-0.2027	-0.432965	0.187	-0.531798	1.5585	-1	0.0603	0.199675
-0.6511	-0.584494	-0.1626	-0.240729	0.2772	-0.365096	1.711	-0.681187	-0.1047	0.039459
-0.4728	-0.489706	-0.2095	-0.0517725	0.2574	-0.132235	1.7	-0.394066	-0.2883	0.0964125
-0.3703	-0.340974	-0.2989	0.0491022	0.1777	0.0027638	1.5626	-0.157872	-0.4563	0.090774
-0.3789	-0.104738	-0.4028	0.0932286	0.0486	0.121899	1.2519	0.185093	-0.6075	0.0817155
-0.455	0.048419	-0.5253	0.148564	-0.065	0.103111	0.9906	0.122576	-0.7411	0.069773
-0.57	0.146759	-0.6144	0.0909597	-0.185	0.131321	0.7453	0.119486	-0.6605	-0.322157
-0.6842	0.162204	-0.6944	0.0835329	-0.2665	0.0607836	0.5628	0.0255315	-0.5124	-0.458867
-0.758	0.09001	-0.7327	0.002757	-0.3378	0.0485952	0.3902	0.0264725	-0.4183	-0.370867
-0.8072	0.04829	-0.7707	0.0089991	-0.3805	-0.0055798	0.2224	0.0368565	-0.3608	-0.310083
-0.8376	0.016646	-0.7933	-0.018249	-0.4111	-0.0264956	-0.0241	0.208217	-0.3746	-0.178214
-0.8583	0.0030515	-0.8131	-0.0193137	-0.4396	-0.0266064	-0.2186	0.13905	-0.4437	-0.0681635
-0.8674	-0.0158795	-0.8264	-0.0288885	-0.4665	-0.0258054	-0.3798	0.100353	-0.5491	0.01257
-0.8717	-0.021085	-0.8409	-0.0221058	-0.4845	-0.0413664	-0.5124	0.067347	-0.6945	0.10549
-0.8736	-0.021529	-0.8508	-0.0280254	-0.5121	-0.0168702	-0.6431	0.0828265	-0.8168	0.0826705
-0.8749	-0.0182585	-0.8359	-0.0793857	-0.5321	-0.029366	-0.6832	-0.0720255	-0.9263	0.077402
-0.8756	-0.0150565	-0.6743	-0.404825	-0.4366	-0.282503	-0.5205	-0.453987	-0.9868	0.001396
-0.8744	-0.0148185	-0.4556	-0.549612	-0.1974	-0.612582	-0.3093	-0.565084	-0.8338	-0.397095
-0.7549	-0.273814	-0.2571	-0.530241	-0.0342	-0.472498	-0.2085	-0.377418	-0.6242	-0.521006
-0.4865	-0.616279	-0.1829	-0.277566	0.0499	-0.316579	-0.1584	-0.291378	-0.499	-0.381615
-0.2555	-0.564182	-0.2337	-0.0082689	0.0469	-0.133403	-0.1758	-0.166911	-0.4521	-0.244042
-0.1441	-0.325669	-0.3389	0.119612	-0.0362	0.0448512	-0.2568	-0.041427	-0.4811	-0.101537
-0.133	-0.115706	-0.4877	0.230491	-0.1857	0.202603	-0.3801	0.0514095	-0.553	-0.012924
-0.2083	0.075811	-0.6212	0.216244	-0.2926	0.126556	-0.4699	0.004235	-0.6502	0.047531
-0.3017	0.126538	-0.7074	0.129381	-0.3849	0.107742	-0.5775	0.0520745	-0.7554	0.078332
-0.4117	0.176656	-0.741	0.0251757	-0.4422	0.042002	-0.6835	0.065332	-0.8748	0.122594
-0.4961	0.135505	-0.7372	-0.0516087	-0.4663	-0.0238934	-0.7415	-0.0104005	-0.9457	0.0485305
-0.5428	0.0646525	-0.7128	-0.0956583	-0.4747	-0.054906	-0.6087	-0.366733	-1.03	0.0879165
-0.5535	-0.006896	-0.6913	-0.0900744	-0.4749	-0.0711522	-0.4279	-0.47269	-1.0848	0.0468165
-0.5427	-0.0506285	-0.6753	-0.0784185	-0.4774	-0.0650674	-0.3217	-0.349545	-1.1306	0.0417655
-0.5256	-0.0632825	-0.6745	-0.044571	-0.489	-0.0435874	-0.3113	-0.176796	-1.1563	0.014451
-0.5058	-0.0687995	-0.6316	-0.136234	-0.5005	-0.0414164	-0.3723	-0.039095	-1.1646	-0.01005
-0.493	-0.0531705	-0.4681	-0.40771	-0.3871	-0.31654	-0.4633	0.0281415	-1.157	-0.033797
-0.4867	-0.037843	-0.3287	-0.372842	-0.2569	-0.36693	-0.5885	0.107668	-0.945	-0.422432
-0.3814	-0.256472	-0.2739	-0.200936	-0.15	-0.330528	-0.7322	0.161873	-0.6803	-0.545654
-0.2058	-0.424145	-0.2926	-0.0434643	-0.1318	-0.146179	-0.8013	0.0398915	-0.4705	-0.469658
-0.0771	-0.340713	-0.3722	0.0950943	-0.1797	-0.0012614	-0.8743	0.060043	-0.3467	-0.32798
-0.0392	-0.154385	-0.4795	0.167579	-0.2823	0.126485	-0.9168	0.014827	-0.2991	-0.195037
-0.071	-0.0038445	-0.5603	0.123306	-0.4017	0.176897	-0.9483	0.0035485	-0.3066	-0.093424
-0.1519	0.109733	-0.6246	0.0982455	-0.4833	0.108275	-0.977	0.0068375	-0.366	0.008954
-0.2297	0.113708	-0.5127	-0.283664	-0.5079	-0.007457	-1.0006	0.0054925	-0.459	0.082889
-0.3093	0.128586	-0.3829	-0.335682	-0.3731	-0.357627	-1.0115	-0.011002	-0.5405	0.0746715
-0.3507	0.0550875	-0.2692	-0.314708	-0.2452	-0.357994	-0.9206	-0.200547	-0.6146	0.0733165
-0.2495	-0.255269	-0.2314	-0.15916	-0.1385	-0.326001	-0.6331	-0.585761	-0.6875	0.083342
-0.0933	-0.389046	-0.2463	-0.045963	-0.1144	-0.155205	-0.4065	-0.501301	-0.7411	0.0587395
0.0355	-0.34714	-0.3132	0.0722046	-0.1703	0.019844	-0.2388	-0.414211	-0.7683	0.018325
0.0799	-0.175627	-0.3869	0.0964893	-0.2516	0.0834432	-0.1897	-0.205675	-0.7824	0.000349
0.0589	-0.036062	-0.4515	0.0864858	-0.3432	0.116752	-0.2073	-0.082466	-0.7841	-0.0178465
0.0148	0.017666	-0.4315	-0.0922797	-0.382	0.0112916	-0.264	-0.003962	-0.7787	-0.027381
-0.0669	0.106765	-0.386	-0.150132	-0.3663	-0.10431	-0.3754	0.109743	-0.7651	-0.0399475
-0.1306	0.0772615	-0.3475	-0.139009	-0.35	-0.106826	-0.46	0.073955	-0.6838	-0.168145
-0.1216	-0.0758805	-0.3368	-0.0809028	-0.3369	-0.101004	-0.5187	0.0369725	-0.5074	-0.357955
-0.0789	-0.15138	-0.3525	-0.0225213	-0.3405	-0.064821	-0.5811	0.054026	-0.2332	-0.565734
-0.0424	-0.142528	-0.383	0.0133677	-0.3599	-0.0285932	-0.644	0.065694	-0.1253	-0.278715
-0.0222	-0.110611	-0.3735	-0.0706518	-0.3909	0.0002686	-0.6854	0.035389	-0.0167	-0.292924
-0.0287	-0.0536175	-0.3039	-0.204302	-0.3753	-0.0987128	-0.714	0.019351	0.0267	-0.180905
-0.0608	0.0042985	-0.2529	-0.170603	-0.2937	-0.246517	-0.7336	0.009171	-0.0019	-0.0478635
-0.099	0.0221875	-0.2094	-0.159445	-0.2469	-0.17856	-0.7409	-0.0083885	-0.0682	0.0282935
-0.0551	-0.155215	-0.2072	-0.0723576	-0.2185	-0.142891	-0.7422	-0.0153215	-0.1927	0.148957
0.0108	-0.209377	-0.2342	-0.007095	-0.2306	-0.0559274	-0.7402	-0.0178005	-0.2826	0.098878
0.0634	-0.188076	-0.2934	0.0685092	-0.2716	0.0102258	-0.6548	-0.174894	-0.3532	0.074376
0.0855	-0.127105	-0.3509	0.0728919	-0.3309	0.0564336	-0.4851	-0.344573	-0.4046	0.048007
0.0674	-0.0408505	-0.4119	0.0887976	-0.3957	0.076551	-0.221	-0.54508	-0.4496	0.044135
0.0111	0.04607	-0.4483	0.0428505	-0.4552	0.0734714	-0.0543	-0.389493	-0.4629	-0.0090145
-0.0501	0.0639545	-0.4675	0.010437	-0.5102	0.0716418	0.0461	-0.282431	-0.4676	-0.0215925
-0.1082	0.0649575	-0.4693	-0.0244791	-0.539	0.0211558	0.0419	-0.0938565	-0.4634	-0.0357995
-0.1563	0.050511	-0.405	-0.16979	-0.5505	-0.0126932	-0.0202	0.0179165	-0.45	-0.0517175
-0.1975	0.0419525	-0.2826	-0.30564	-0.4948	-0.159508	-0.0956	0.0513825	-0.256	-0.398798
-0.2207	0.00804	-0.1997	-0.232039	-0.3965	-0.259971	-0.1892	0.0963205	-0.0918	-0.364403
-0.2259	-0.0280065	-0.16	-0.145603	-0.3014	-0.26406	-0.26	0.0650765	0.0323	-0.307276
-0.1475	-0.212237	-0.1683	-0.0433023	-0.2611	-0.153294	-0.3168	0.0482765	0.0627	-0.142577
-0.0553	-0.252004	-0.2252	0.0662613	-0.2673	-0.054365	-0.3687	0.047528	0.0494	-0.0625685
0.0265	-0.240113	-0.2938	0.0999447	-0.3207	0.0518044	-0.4035	0.0229415	-0.0149	0.037022
0.0502	-0.121198	-0.3052	-0.0178917	-0.3867	0.0869578	-0.4215	-0.003031	-0.0871	0.0603415
0.0304	-0.027624	-0.26	-0.141396	-0.4104	0.0017926	-0.4262	-0.024276	-0.1605	0.072112
-0.0358	0.077939	-0.2081	-0.161069	-0.3782	-0.118705	-0.4256	-0.03176	-0.2201	0.0555245
-0.1067	0.0968505	-0.169	-0.138374	-0.334	-0.148541	-0.4169	-0.0452995	-0.1628	-0.160957
-0.1127	-0.038156	-0.1644	-0.0659832	-0.3001	-0.130379	-0.2562	-0.336902	-0.0691	-0.237376
-0.0681	-0.149427	-0.1864	-0.006924			-0.13	-0.289296	0.0261	-0.25163
-0.0219	-0.158222	-0.2279	0.0396897			0.0101	-0.331179	0.0602	-0.146043
0.012	-0.13652	-0.288	0.0868257			0.0709	-0.196089	0.0649	-0.094012
0.0119	-0.0651675	-0.3429	0.0835224			0.0771	-0.098939	0.0437	-0.0450665
-0.0214	0.0086555	-0.3771	0.0452877			0.0409	-0.0184795	-0.0135	0.026665
-0.0678	0.0420725	-0.3848	-0.0082839			-0.0368	0.0657285	-0.0619	0.0169425
-0.118	0.0566665	-0.3763	-0.042195			-0.1282	0.101998	-0.0854	-0.0246305
-0.1723	0.072654	-0.3193	-0.149927			-0.1947	0.066131	-0.0626	-0.110393
-0.2062	0.034913	-0.2044	-0.284692			-0.1402	-0.157508	-0.0447	-0.103498
-0.2256	0.007919	-0.1227	-0.224408			-0.0466	-0.238887	-0.0381	-0.0837595
-0.2321	-0.0172305	-0.0815	-0.144057			0.0369	-0.230911	-0.0481	-0.052439
-0.203	-0.0944675	-0.0944	-0.0286161			0.0891	-0.181281	-0.0729	-0.0224585
-0.1031	-0.25462	-0.1462	0.0597285			0.0842	-0.078334	-0.1081	0.001026
-0.0306	-0.205627	-0.2356	0.150123			0.027	0.022535	-0.0924	-0.092016
0.0047	-0.131766	-0.2654	0.0293355			-0.0616	0.089995	-0.0241	-0.194771
-0.0073	-0.03096	-0.2375	-0.09447			-0.0997	0.0041655	0.0457	-0.206076
-0.0526	0.044669	-0.1967	-0.125866			-0.0911	-0.080471	0.073	-0.133217
-0.1266	0.114452	-0.1527	-0.137408			-0.0709	-0.10342	0.064	-0.067117
-0.164	0.0429	-0.1348	-0.0843414			-0.0593	-0.089036		
-0.1343	-0.100902	-0.1393	-0.0363435			-0.0635	-0.0597745		
-0.085	-0.147553	-0.1642	0.0099771			-0.0821	-0.031212		
-0.0244	-0.178433	-0.2101	0.0602154			-0.1116	-0.007494		
-0.0056	-0.0928815	-0.2511	0.0555987			-0.0989	-0.0844835		
-0.017	-0.0280085	-0.2836	0.0424995			-0.0265	-0.200499		
-0.0539	0.030239	-0.3058	0.0244509			0.0475	-0.212496		
-0.1046	0.065826	-0.3098	-0.0123597			0.0774	-0.137091		
-0.1572	0.076914	-0.3023	-0.0365028			0.0769	-0.082696		
-0.2013	0.0653625	-0.285	-0.0583038			0.0495	-0.0312355		
-0.2305	0.038729	-0.2722	-0.0495732			-0.0311	0.074352		
-0.2427	0.0057065	-0.2381	-0.0976809			-0.1178	0.096325		
-0.2393	-0.026265	-0.1556	-0.208754			-0.1838	0.067904		
-0.2246	-0.050636	-0.0827	-0.197094			-0.2411	0.0603255		
-0.2046	-0.063143	-0.0359	-0.147792			-0.2708	0.0155635		
